"Šifra";"Naziv proizvoda";"Brend";"Kategorija";"Aktualna cijena (EUR)";"Redovna cijena (EUR)";"Dostupne veličine";"Boja";"Dostupnost";"Poveznica"
"1642_GREY";"LOTTO TENISICE COMBINE";"LOTTO";"Dječje - Obuća - Tenisice";"23,99";"29,99";"28";"siva";"Dostupno";"https://woolf.hr/tenisice-combine-proizvod-10761/"
"2400121U_BLACK";"LOTTO TENISICE COMBINE";"LOTTO";"Muško - Obuća - Tenisice";"35,00";"44,99";"36, 37";"crna";"Dostupno";"https://woolf.hr/tenisice-combine-proizvod-11257/"
"2600000_BLACK";"LOTTO TENISICE CONNECT";"LOTTO";"Dječje - Obuća - Tenisice";"19,99";"28,99";"28";"bijela]]><![CDATA[crna";"Dostupno";"https://woolf.hr/tenisice-connect-proizvod-10876/"
"2600000_PINK";"LOTTO TENISICE CONNECT";"LOTTO";"Dječje - Obuća - Tenisice";"21,99";"28,99";"25, 27, 28";"bijela]]><![CDATA[pink";"Dostupno";"https://woolf.hr/tenisice-connect-proizvod-10877/"
"2400001U_WHITE";"LOTTO TENISICE CONNECT OC";"LOTTO";"Žensko - Obuća - Tenisice";"36,99";"39,99";"36";"bijela";"Dostupno";"https://woolf.hr/tenisice-connect-oc-proizvod-11270/"
"2400001X_WHITE";"LOTTO TENISICE CONNECT OC XL";"LOTTO";"Muško - Obuća - Tenisice";"38,00";"44,99";"47";"bijela";"Dostupno";"https://woolf.hr/tenisice-connect-oc-xl-proizvod-11273/"
"2400000X_GREY";"LOTTO TENISICE CONNECT XL";"LOTTO";"Muško - Obuća - Tenisice";"38,00";"44,99";"49";"siva";"Dostupno";"https://woolf.hr/tenisice-connect-xl-proizvod-11269/"
"2400001X_RED";"LOTTO TENISICE CONNECT XL";"LOTTO";"Muško - Obuća - Tenisice";"38,00";"44,99";"48, 49";"crvena";"Dostupno";"https://woolf.hr/tenisice-connect-xl-proizvod-11272/"
"220635_1H8";"LOTTO TENISICE COURT LOGO AMF XX";"LOTTO";"Muško - Obuća - Tenisice";"49,00";"69,99";"435";"crna";"Dostupno";"https://woolf.hr/tenisice-court-logo-amf-xx-proizvod-11284/"
"2600920K_NAVY";"LOTTO TENISICE DASHER";"LOTTO";"Dječje - Obuća - Tenisice";"19,99";"28,99";"29";"plava";"Dostupno";"https://woolf.hr/tenisice-dasher-proizvod-11817/"
"LTF203F101_01";"LOTTO TENISICE DEBRA";"LOTTO";"Žensko - Obuća - Gležnjače";"38,29";"48,97";"36, 37";"crna";"Dostupno";"https://woolf.hr/tenisice-debra-proizvod-8385/"
"1150_BLACK";"LOTTO TENISICE FLITTER";"LOTTO";"Žensko - Obuća - Tenisice";"26,99";"36,99";"25, 31";"crna";"Dostupno";"https://woolf.hr/tenisice-flitter-proizvod-10765/"
"LTF231G104_07";"LOTTO TENISICE FLURRY";"LOTTO";"Dječje - Obuća - Tenisice";"26,90";"34,99";"25";"crna]]><![CDATA[ljubicasta]]><![CDATA[pink";"Dostupno";"https://woolf.hr/tenisice-flurry-proizvod-8750/"
"2400330X_BLACK";"LOTTO TENISICE GROTON";"LOTTO";"Muško - Obuća - Tenisice";"39,00";"53,99";"48";"crna";"Dostupno";"https://woolf.hr/tenisice-groton-proizvod-11261/"
"LTF241F107_10";"LOTTO TENISICE HELA";"LOTTO";"Žensko - Obuća - Tenisice";"37,99";"50,99";"36, 37, 39, 41";"bijela";"Dostupno";"https://woolf.hr/tenisice-hela-proizvod-11710/"
"LTF241F107_1X";"LOTTO TENISICE HELA";"LOTTO";"Žensko - Obuća - Tenisice";"39,00";"50,99";"36";"bijela";"Dostupno";"https://woolf.hr/tenisice-hela-proizvod-11711/"
"2600341T_BLACK";"LOTTO TENISICE KETCHAM";"LOTTO";"Žensko - Obuća - Tenisice";"36,00";"47,99";"37";"crna";"Dostupno";"https://woolf.hr/tenisice-ketcham-proizvod-11791/"
"LTF231G100_03";"LOTTO TENISICE LEXI";"LOTTO";"Dječje - Obuća - Tenisice";"28,99";"39,99";"28, 29, 31, 32, 33, 35";"ljubicasta";"Dostupno";"https://woolf.hr/tenisice-lexi-proizvod-9950/"
"LTF251M109_10";"LOTTO TENISICE MARAN";"LOTTO";"Muško - Obuća - Tenisice";"39,00";"57,99";"41";"bijela";"Dostupno";"https://woolf.hr/tenisice-maran-proizvod-11713/"
"LTF241B119_64";"LOTTO TENISICE MEDO";"LOTTO";"Žensko - Obuća - Tenisice";"29,00";"44,99";"30, 32, 39";"zelena";"Dostupno";"https://woolf.hr/tenisice-medo-proizvod-11709/"
"2400340_BLACK";"LOTTO TENISICE NAHUNTA";"LOTTO";"Muško - Obuća - Tenisice";"39,00";"59,99";"40";"crna";"Dostupno";"https://woolf.hr/tenisice-nahunta-proizvod-11797/"
"2400340U_BEIGE";"LOTTO TENISICE NAHUNTA";"LOTTO";"Muško - Obuća - Tenisice";"39,99";"59,99";"40, 41, 45";"bez";"Dostupno";"https://woolf.hr/tenisice-nahunta-proizvod-11818/"
"LTF221G106_10";"LOTTO TENISICE NOLIN PS";"LOTTO";"Dječje - Obuća - Tenisice";"29,99";"32,99";"28, 29, 30, 31, 32";"bijela";"Dostupno";"https://woolf.hr/tenisice-nolin-ps-proizvod-9949/"
"5011_BLUE";"LOTTO TENISICE PACER";"LOTTO";"Dječje - Obuća - Tenisice";"19,99";"27,99";"25, 26, 28";"plava";"Dostupno";"https://woolf.hr/tenisice-pacer-proizvod-10766/"
"2400630W_BLACK";"LOTTO TENISICE PILO OC";"LOTTO";"Žensko - Obuća - Tenisice";"39,00";"48,99";"36, 37, 39, 40, 41, 42";"crna";"Dostupno";"https://woolf.hr/tenisice-pilo-oc-proizvod-11819/"
"6711_OLIVE";"LOTTO TENISICE PREHNA";"LOTTO";"Dječje - Obuća - Tenisice";"32,99";"42,99";"31, 33, 34";"zelena";"Dostupno";"https://woolf.hr/tenisice-prehna-proizvod-10879/"
"2601220K_NAVY";"LOTTO TENISICE RELATE K";"LOTTO";"Dječje - Obuća - Tenisice";"19,99";"28,99";"31";"plava";"Dostupno";"https://woolf.hr/tenisice-relate-k-proizvod-11808/"
"1041_WHITE";"LOTTO TENISICE SCOPI";"LOTTO";"Dječje - Obuća - Tenisice";"18,99";"29,99";"27, 28";"bijela]]><![CDATA[pink";"Dostupno";"https://woolf.hr/tenisice-scopi-proizvod-10760/"
"2400483_BEIGE";"LOTTO TENISICE STACKY AN";"LOTTO";"Žensko - Obuća - Tenisice";"39,00";"53,99";"41";"bez";"Dostupno";"https://woolf.hr/tenisice-stacky-an-proizvod-11796/"
"4944_PURPLE";"LOTTO TENISICE TARUVA K";"LOTTO";"Dječje - Obuća - Tenisice";"28,99";"36,99";"27";"ljubicasta";"Dostupno";"https://woolf.hr/tenisice-taruva-k-proizvod-11803/"
"LTF231M103_01";"LOTTO TENISICE TRAP";"LOTTO";"Muško - Obuća - Tenisice";"35,99";"54,99";"40, 41, 45";"bez";"Dostupno";"https://woolf.hr/tenisice-trap-proizvod-8752/"
"LTF243G103_01";"LOTTO TENISICE UTKA";"LOTTO";"Dječje - Obuća - Tenisice";"34,99";"42,99";"37";"crna";"Dostupno";"https://woolf.hr/tenisice-utka-proizvod-11095/"
"LTF251F105_82";"LOTTO TENISICE VAAL";"LOTTO";"Žensko - Obuća - Tenisice";"44,99";"50,99";"39, 40, 41";"bez";"Dostupno";"https://woolf.hr/tenisice-vaal-proizvod-11712/"
"1110_BLACK";"LOTTO TENISICE VINTAL";"LOTTO";"Žensko - Obuća - Tenisice";"28,99";"42,99";"36, 37, 40, 41";"crna";"Dostupno";"https://woolf.hr/tenisice-vintal-proizvod-10757/"
"2600120K_BLACK";"LOTTO TENISICE WHIZZER";"LOTTO";"Dječje - Obuća - Tenisice";"19,99";"28,99";"28, 31";"crna";"Dostupno";"https://woolf.hr/tenisice-whizzer-proizvod-11809/"
"LTF231M108_01";"LOTTO TENISICE ZUKO";"LOTTO";"Muško - Obuća - Tenisice";"39,99";"49,99";"44";"crna";"Dostupno";"https://woolf.hr/tenisice-zuko-proizvod-12066/"
"LB111_GRAY";"LOVE BALLERINS ANATOMSKE TENISICE";"LOVE BALLERINS";"Žensko - Obuća - Tenisice";"64,99";"69,00";"37";"siva";"Dostupno";"https://woolf.hr/anatomske-tenisice-proizvod-9763/"
"LB111_TURKUAZ";"LOVE BALLERINS ANATOMSKE TENISICE";"LOVE BALLERINS";"Žensko - Obuća - Tenisice";"64,99";"69,00";"37, 39, 40";"zelena";"Dostupno";"https://woolf.hr/anatomske-tenisice-proizvod-9764/"
"LB111_BLACK";"LOVE BALLERINS ANATOMSKE TENISICE";"LOVE BALLERINS";"Žensko - Obuća - Tenisice";"64,99";"69,00";"37";"crna";"Dostupno";"https://woolf.hr/anatomske-tenisice-proizvod-9765/"
"LB111_BLUE";"LOVE BALLERINS ANATOMSKE TENISICE";"LOVE BALLERINS";"Žensko - Obuća - Tenisice";"64,99";"69,00";"38";"plava";"Dostupno";"https://woolf.hr/anatomske-tenisice-proizvod-9766/"
"A66_BLACK";"m.t ŠKOLSKE PAPUČE";"m.t";"Dječje - Obuća - Papuče - Papuče za razred";"14,99";"14,99";"36, 37, 38, 39, 40, 41";"crna";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-11854/"
"A66_BLACKW";"m.t ŠKOLSKE PAPUČE";"m.t";"Dječje - Obuća - Papuče - Papuče za razred";"14,99";"14,99";"36, 37, 38, 39, 40, 41";"crna";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-12870/"
"A66_WHITE";"m.t ŠKOLSKE PAPUČE";"m.t";"Dječje - Obuća - Papuče - Papuče za razred";"12,99";"14,99";"36, 38, 39, 40, 41";"bijela";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-12871/"
"A66_GREY";"m.t ŠKOLSKE PAPUČE";"m.t";"Dječje - Obuća - Papuče - Papuče za razred";"14,99";"14,99";"37, 40";"siva";"Dostupno";"https://woolf.hr/skolske-papuce-proizvod-12946/"
"B142_BLACK";"MOUNTAIN TENISICE";"MOUNTAIN";"Dječje - Obuća - Tenisice";"13,99";"25,99";"32";"crna]]><![CDATA[siva";"Dostupno";"https://woolf.hr/tenisice-proizvod-9331/"
"B104_PINKI";"MOUNTAIN TENISICE";"MOUNTAIN";"Dječje - Obuća - Tenisice";"13,99";"25,99";"33, 34";"bijela]]><![CDATA[pink";"Dostupno";"https://woolf.hr/tenisice-proizvod-9334/"
"N357_3_FLOWER";"NALLAN ANATOMSKE KLOMPE";"NALLAN";"Žensko - Obuća - Anatomska obuća - Klompe";"35,99";"39,99";"37";"cvjetna";"Dostupno";"https://woolf.hr/anatomske-klompe-proizvod-11476/"
"NPF352_A14";"NALLAN ANATOMSKE KLOMPE";"NALLAN";"Žensko - Obuća - Anatomska obuća - Klompe";"24,99";"26,90";"37, 39, 40, 41, 42";"bijela";"Dostupno";"https://woolf.hr/anatomske-klompe-proizvod-12758/"
"NPF352_A15";"NALLAN ANATOMSKE KLOMPE";"NALLAN";"Žensko - Obuća - Anatomska obuća - Klompe";"24,99";"26,90";"37, 39, 40, 42";"bijela";"Dostupno";"https://woolf.hr/anatomske-klompe-proizvod-12759/"
"NPF352_A24";"NALLAN ANATOMSKE KLOMPE";"NALLAN";"Žensko - Obuća - Anatomska obuća - Klompe";"24,99";"26,90";"36, 37";"bez";"Dostupno";"https://woolf.hr/anatomske-klompe-proizvod-12760/"
"NPF352_A25";"NALLAN ANATOMSKE KLOMPE";"NALLAN";"Žensko - Obuća - Anatomska obuća - Klompe";"24,99";"26,90";"36, 40, 42";"bijela";"Dostupno";"https://woolf.hr/anatomske-klompe-proizvod-12761/"
"NPF352_A26";"NALLAN ANATOMSKE KLOMPE";"NALLAN";"Žensko - Obuća - Anatomska obuća - Klompe";"24,99";"26,90";"37, 42";"bez";"Dostupno";"https://woolf.hr/anatomske-klompe-proizvod-12762/"
"NPF352_A27";"NALLAN ANATOMSKE KLOMPE";"NALLAN";"Žensko - Obuća - Anatomska obuća - Klompe";"24,99";"26,90";"42";"bijela";"Dostupno";"https://woolf.hr/anatomske-klompe-proizvod-12763/"
"NPF380_YELLOW";"NALLAN ANATOMSKE NATIKAČE";"NALLAN";"Žensko - Obuća - Natikače";"24,99";"27,99";"37";"zuta";"Dostupno";"https://woolf.hr/anatomske-natikace-proizvod-11583/"
"NPF380_BLACK";"NALLAN ANATOMSKE NATIKAČE";"NALLAN";"Žensko - Obuća - Natikače";"24,99";"27,99";"39, 40";"crna";"Dostupno";"https://woolf.hr/anatomske-natikace-proizvod-11585/"
"NPF380_1BROWN";"NALLAN ANATOMSKE NATIKAČE";"NALLAN";"Žensko - Obuća - Natikače";"24,99";"27,99";"38";"smeda";"Dostupno";"https://woolf.hr/anatomske-natikace-proizvod-11586/"
"NPF380_2_BROWN";"NALLAN ANATOMSKE NATIKAČE";"NALLAN";"Žensko - Obuća - Natikače";"24,99";"27,99";"37, 38, 39";"smeda";"Dostupno";"https://woolf.hr/anatomske-natikace-proizvod-11588/"
"NPF352_LA012_GREEN";"NALLAN ANATOMSKE NATIKAČE";"NALLAN";"Žensko - Obuća - Natikače";"24,99";"27,99";"37";"zelena";"Dostupno";"https://woolf.hr/anatomske-natikace-proizvod-11606/"
"NPF380_LA003_1GREEN";"NALLAN ANATOMSKE NATIKAČE";"NALLAN";"Žensko - Obuća - Natikače";"24,99";"27,99";"37";"zelena";"Dostupno";"https://woolf.hr/anatomske-natikace-proizvod-11608/"
"NPF352_LA012_BORDO";"NALLAN ANATOMSKE NATIKAČE";"NALLAN";"Žensko - Obuća - Natikače";"24,99";"27,99";"37";"bordo";"Dostupno";"https://woolf.hr/anatomske-natikace-proizvod-11611/"
"NPF380_LA003_WHITE";"NALLAN ANATOMSKE NATIKAČE";"NALLAN";"Žensko - Obuća - Natikače";"24,99";"27,99";"37, 38, 39, 40";"bijela";"Dostupno";"https://woolf.hr/anatomske-natikace-proizvod-11704/"
"NPF362_K_GOLDEN";"NALLAN ANATOMSKE NATIKAČE";"NALLAN";"Žensko - Obuća - Natikače";"24,99";"27,99";"42";"zlatna";"Dostupno";"https://woolf.hr/anatomske-natikace-proizvod-12746/"
"NPF380_K_GREY";"NALLAN ANATOMSKE NATIKAČE";"NALLAN";"Žensko - Obuća - Natikače";"25,19";"27,99";"37";"siva";"Dostupno";"https://woolf.hr/anatomske-natikace-proizvod-12756/"
"sm-001522";"NARWAL Narwal Flow 2 - komplet zamjenskih dijelova";"NARWAL";"Uređaji - TEHNIKA - Pametan dom - Robotski usisavači";"199,00";"199,00";"";"";"Dostupno";"https://woolf.hr/narwal-flow-2-komplet-zamjenskih-dijelova-proizvod-12822/"
"sm-001496";"NARWAL Narwal Flow 2 robotski usisivač - sivi";"NARWAL";"Uređaji - TEHNIKA - Pametan dom - Robotski usisavači";"1299,00";"1299,00";"";"";"Dostupno";"https://woolf.hr/narwal-flow-2-robotski-usisivac-sivi-proizvod-12798/"
"sm-001424";"NARWAL Narwal Freo S robotski usisivač - bijeli";"NARWAL";"Uređaji - TEHNIKA - Pametan dom - Robotski usisavači";"279,00";"279,00";"";"";"Dostupno";"https://woolf.hr/narwal-freo-s-robotski-usisivac-bijeli-proizvod-12507/"
"sm-001455";"NARWAL Narwal Freo X Plus - komplet zamjenskih dijelova";"NARWAL";"Uređaji - TEHNIKA - Pametan dom - Robotski usisavači";"129,00";"129,00";"";"";"Dostupno";"https://woolf.hr/narwal-freo-x-plus-komplet-zamjenskih-dijelova-proizvod-12647/"
"sm-001275";"NARWAL Narwal Freo X Ultra - komplet zamjenskih dijelova";"NARWAL";"Uređaji - TEHNIKA - Pametan dom - Robotski usisavači";"149,00";"149,00";"";"";"Dostupno";"https://woolf.hr/narwal-freo-x-ultra-komplet-zamjenskih-dijelova-proizvod-12605/"
"sm-001320";"NARWAL Narwal Freo Z Ultra - komplet zamjenskih dijelova";"NARWAL";"Uređaji - TEHNIKA - Pametan dom - Robotski usisavači";"169,00";"169,00";"";"";"Dostupno";"https://woolf.hr/narwal-freo-z-ultra-komplet-zamjenskih-dijelova-proizvod-12542/"
"sm-001380";"NARWAL Narwal Freo Z10 robotski usisivač - bijeli";"NARWAL";"Uređaji - TEHNIKA - Pametan dom - Robotski usisavači";"599,00";"599,00";"";"";"Dostupno";"https://woolf.hr/narwal-freo-z10-robotski-usisivac-bijeli-proizvod-12509/"
"sm-001374";"NARWAL Narwal Freo Z10 Ultra - komplet zamjenskih dijelova";"NARWAL";"Uređaji - TEHNIKA - Pametan dom - Robotski usisavači";"169,00";"169,00";"";"";"Dostupno";"https://woolf.hr/narwal-freo-z10-ultra-komplet-zamjenskih-dijelova-proizvod-12540/"
"sm-001393";"NARWAL Narwal Freo Z10 Ultra robotski usisivač - bijeli";"NARWAL";"Uređaji - TEHNIKA - Pametan dom - Robotski usisavači";"799,00";"799,00";"";"";"Dostupno";"https://woolf.hr/narwal-freo-z10-ultra-robotski-usisivac-bijeli-proizvod-12602/"
"sm-001358";"NARWAL Narwal Freo Z10 Ultra robotski usisivač - sivi";"NARWAL";"Uređaji - TEHNIKA - Pametan dom - Robotski usisavači";"799,00";"799,00";"";"";"Dostupno";"https://woolf.hr/narwal-freo-z10-ultra-robotski-usisivac-sivi-proizvod-12487/"
"sm-001333";"NARWAL Narwal sustav za automatsku izmjenu vode";"NARWAL";"Uređaji - TEHNIKA - Pametan dom - Robotski usisavači";"249,00";"249,00";"";"";"Dostupno";"https://woolf.hr/narwal-sustav-za-automatsku-izmjenu-vode-proizvod-12456/"
"6502156N";"NASLON ZA SUP";"";"Fitnes - SPRAVE I DODACI - Pribor - Kajak naslon";"7,99";"14,99";"";"";"Dostupno";"https://woolf.hr/kajak-naslon-sup-proizvod-9058/"
"6502156G";"NASLON ZA SUP";"";"Fitnes - SPRAVE I DODACI - Pribor - Kajak naslon";"7,99";"14,99";"";"zelena";"Dostupno";"https://woolf.hr/naslon-za-sup-proizvod-10194/"
"URCPP21_13_PURPLE";"NICKELODEON GUMENE ČIZME PAW PATROL";"NICKELODEON";"Dječje - Obuća - Čizme - Gumene čizme";"19,99";"23,76";"32";"ljubicasta]]><![CDATA[pink";"Dostupno";"https://woolf.hr/gumene-cizme-paw-patrol-proizvod-8373/"
"ACROLOO_12_PINK";"NICKELODEON GUMENE KLOMPE";"NICKELODEON";"Dječje - Obuća - Klompe - Gumene klompe";"6,49";"6,49";"30-31";"pink";"Dostupno";"https://woolf.hr/gumene-klompe-proizvod-7965/"
"326106_BLACK";"NOVČANIK S RFID ZAŠTITOM";"";"Žensko - Dodaci - Novčanici";"9,99";"26,41";"";"";"Dostupno";"https://woolf.hr/novcanik-s-rfid-zastitom-proizvod-7109/"
"326106_NAVY";"NOVČANIK S RFID ZAŠTITOM";"";"Žensko - Dodaci - Novčanici";"9,99";"26,41";"";"";"Dostupno";"https://woolf.hr/novcanik-s-rfid-zastitom-proizvod-7110/"
"326106_BROWN";"NOVČANIK S RFID ZAŠTITOM";"";"Žensko - Dodaci - Novčanici";"9,99";"26,41";"";"";"Dostupno";"https://woolf.hr/novcanik-s-rfid-zastitom-proizvod-7111/"
"WLFP452025_GREY";"NW AKUPRESURNA PROSTIRKA";"NW";"Fitnes - SPRAVE I DODACI";"19,99";"19,99";"";"siva";"Dostupno";"https://woolf.hr/akupresurna-prostirka-proizvod-11990/"
"WLFP452025_PURPLE";"NW AKUPRESURNA PROSTIRKA";"NW";"Fitnes - SPRAVE I DODACI";"19,99";"19,99";"";"ljubicasta";"Dostupno";"https://woolf.hr/akupresurna-prostirka-proizvod-11991/"
"WLF22_73_BLUE";"NW BABY PAPUČE 12 18 mj";"NW";"Dječje - Obuća - Papuče - Baby papuče";"5,09";"5,09";"12-18";"plava]]><![CDATA[siva";"Dostupno";"https://woolf.hr/baby-papuce-12-18-mj-proizvod-7634/"
"WLF22_73_NAVY";"NW BABY PAPUČE 12 18 mj";"NW";"Dječje - Obuća - Papuče - Baby papuče";"5,09";"5,09";"12-18";"plava]]><![CDATA[siva";"Dostupno";"https://woolf.hr/baby-papuce-12-18-mj-proizvod-7637/"
"WLF22_73_GREY2";"NW BABY PAPUČE 12 18 mj";"NW";"Dječje - Obuća - Papuče - Baby papuče";"5,09";"5,09";"12-18";"plava]]><![CDATA[siva";"Dostupno";"https://woolf.hr/baby-papuce-12-18-mj-proizvod-7638/"
"WLF22_73_GREY4";"NW BABY PAPUČE 12 18 mj";"NW";"Dječje - Obuća - Papuče - Baby papuče";"5,09";"5,09";"12-18";"plava]]><![CDATA[siva";"Dostupno";"https://woolf.hr/baby-papuce-12-18-mj-proizvod-7640/"
"1060_PURPLE";"NW BUCE";"NW";"Dječje - Obuća - Buce";"12,99";"21,10";"25";"ljubicasta";"Dostupno";"https://woolf.hr/buce-proizvod-7212/"
"1060_PINK";"NW BUCE";"NW";"Dječje - Obuća - Buce";"12,99";"21,10";"25";"pink";"Dostupno";"https://woolf.hr/buce-proizvod-7216/"
"WLFP1372025_PINK";"NW BUCE";"NW";"Dječje - Obuća - Buce";"24,99";"29,99";"33";"pink";"Dostupno";"https://woolf.hr/buce-proizvod-12304/"
"WLFP1372025_BLUE";"NW BUCE";"NW";"Dječje - Obuća - Buce";"24,99";"29,99";"31, 33";"plava";"Dostupno";"https://woolf.hr/buce-proizvod-12305/"
"WT023_600313";"NW CARBON ULOŽAK";"NW";"Žensko - Dodaci - Ulošci za cipele";"2,99";"2,99";"44-45, 46-47";"crna]]><![CDATA[zuta";"Dostupno";"https://woolf.hr/carbon-ulozak-proizvod-9721/"
"2019_92_BORDO";"NW CIPELE";"NW";"Žensko - Obuća - Cipele";"7,99";"17,12";"36";"bordo";"Dostupno";"https://woolf.hr/cipele-proizvod-3360/"
"2019_93_BLUE";"NW CIPELE";"NW";"Žensko - Obuća - Cipele";"7,99";"17,12";"36";"plava";"Dostupno";"https://woolf.hr/cipele-proizvod-3361/"
"82935_BLUE";"NW CIPELE";"NW";"Muško - Obuća - Cipele";"19,99";"30,39";"45";"plava";"Dostupno";"https://woolf.hr/muske-cipele-proizvod-3585/"
"C128C_RED";"NW CIPELE";"NW";"Žensko - Obuća - Cipele";"17,99";"26,41";"37";"crvena";"Dostupno";"https://woolf.hr/cipele-proizvod-7864/"
"1112_CRNA";"NW ČARAPE BEZ GUMICE";"NW";"Muško - Odjeća - Čarape";"2,25";"4,49";"40-42";"crna";"Dostupno";"https://woolf.hr/carape-bez-gumice-proizvod-3738/"
"1112_SIVA";"NW ČARAPE BEZ GUMICE";"NW";"Muško - Odjeća - Čarape";"2,25";"4,49";"40-42";"siva";"Dostupno";"https://woolf.hr/carape-bez-gumice-proizvod-3739/"
"11123_GREY";"NW ČARAPE BEZ GUMICE 3 PACK";"NW";"Muško - Odjeća - Čarape";"6,00";"11,99";"";"siva";"Dostupno";"https://woolf.hr/carape-bez-gumice-3-pack-proizvod-7474/"
"5971MED";"NW ČARAPE BEZ GUMICE 5 PACK";"NW";"Muško - Odjeća - Čarape";"11,99";"14,99";"39-40, 41-42, 43-44, 45-46";"crna";"Dostupno";"https://woolf.hr/carape-bez-gumice-5-pack-proizvod-12939/"
"01120_111_CRNA";"NW ČARAPE INTARZIJA";"NW";"Muško - Odjeća - Čarape";"2,19";"2,19";"40-42";"crna";"Dostupno";"https://woolf.hr/carape-intarzija-proizvod-2294/"
"3011_BLACK";"NW ČETKA LAŠTILICA";"NW";"Žensko - Dodaci - Četke za cipele";"4,99";"4,99";"";"crna";"Dostupno";"https://woolf.hr/cetka-lastilica-proizvod-10771/"
"3011_BEIGE";"NW ČETKA LAŠTILICA";"NW";"Žensko - Dodaci - Četke za cipele";"4,99";"4,99";"";"bez";"Dostupno";"https://woolf.hr/cetka-lastilica-proizvod-10772/"
"3115_MIX";"NW ČETKA ZA NUBUK I TEKSTIL";"NW";"Žensko - Dodaci - Četke za cipele";"4,99";"4,99";"";"mix";"Dostupno";"https://woolf.hr/cetka-za-nubuk-i-tekstil-proizvod-11399/"
"203053B_BEIGE";"NW GLEŽNJAČE";"NW";"Dječje - Obuća - Gležnjače";"17,99";"24,99";"32, 33";"bez";"Dostupno";"https://woolf.hr/gleznjace-proizvod-11113/"
"B850060_PINK";"NW GUMENE ČIZME";"NW";"Dječje - Obuća - Čizme - Gumene čizme";"20,99";"23,99";"29, 31";"pink";"Dostupno";"https://woolf.hr/gumene-cizme-proizvod-9300/"
"B907240_GREY";"NW GUMENE ČIZME";"NW";"Dječje - Obuća - Čizme - Gumene čizme";"20,99";"23,99";"25";"pink]]><![CDATA[siva";"Dostupno";"https://woolf.hr/gumene-cizme-proizvod-9324/"
"WLFP0230_BLUE";"NW GUMENE ČIZME";"NW";"Dječje - Obuća - Čizme - Gumene čizme";"14,99";"17,99";"31";"pink]]><![CDATA[plava";"Dostupno";"https://woolf.hr/gumene-cizme-proizvod-10299/"
"WLFP0230_PINK";"NW GUMENE ČIZME";"NW";"Dječje - Obuća - Čizme - Gumene čizme";"14,99";"17,99";"31, 34-35";"pink]]><![CDATA[plava";"Dostupno";"https://woolf.hr/gumene-cizme-proizvod-10300/"
"WLFP0230_NAVY";"NW GUMENE ČIZME";"NW";"Dječje - Obuća - Čizme - Gumene čizme";"14,99";"17,99";"31";"plava";"Dostupno";"https://woolf.hr/gumene-cizme-proizvod-10301/"
"WLFP0230_1BLUE";"NW GUMENE ČIZME";"NW";"Dječje - Obuća - Čizme - Gumene čizme";"14,99";"17,99";"32-33";"plava";"Dostupno";"https://woolf.hr/gumene-cizme-proizvod-10302/"
"Y017_GREEN";"NW GUMENE ČIZME";"NW";"Dječje - Obuća - Čizme - Gumene čizme";"17,99";"20,99";"20";"zelena";"Dostupno";"https://woolf.hr/gumene-cizme-proizvod-10840/"
"HJ76_BLACK";"NW GUMENE ČIZME";"NW";"Dječje - Obuća - Čizme - Gumene čizme";"19,99";"22,99";"20, 21";"crna";"Dostupno";"https://woolf.hr/gumene-cizme-proizvod-11318/"
"X2205_PINK";"NW GUMENE ČIZME";"NW";"Dječje - Obuća - Čizme - Gumene čizme";"19,99";"22,99";"25, 28";"pink";"Dostupno";"https://woolf.hr/gumene-cizme-proizvod-11319/"
"HJ71_PINK";"NW GUMENE ČIZME";"NW";"Dječje - Obuća - Čizme - Gumene čizme";"19,99";"22,99";"18, 19, 20, 21";"pink";"Dostupno";"https://woolf.hr/gumene-cizme-proizvod-11320/"
"HJ70_PINK";"NW GUMENE ČIZME";"NW";"Dječje - Obuća - Čizme - Gumene čizme";"19,99";"22,99";"18, 19, 21";"pink";"Dostupno";"https://woolf.hr/gumene-cizme-proizvod-11322/"
"HJ65_BLACK";"NW GUMENE ČIZME";"NW";"Dječje - Obuća - Čizme - Gumene čizme";"19,99";"22,99";"25, 26, 28";"crna";"Dostupno";"https://woolf.hr/gumene-cizme-proizvod-11323/"
"WLFP292025_BLUE";"NW GUMENE ČIZME";"NW";"Dječje - Obuća - Čizme - Gumene čizme";"14,99";"17,99";"29";"plava";"Dostupno";"https://woolf.hr/gumene-cizme-proizvod-11914/"
"WLFP342025_NAVY";"NW GUMENE ČIZME";"NW";"Žensko - Obuća - Čizme - Gumene čizme";"14,99";"16,99";"37";"plava";"Dostupno";"https://woolf.hr/gumene-cizme-proizvod-11919/"
"WLFP262025_BLUE";"NW GUMENE ČIZME";"NW";"Dječje - Obuća - Čizme - Gumene čizme";"14,99";"17,99";"30";"plava";"Dostupno";"https://woolf.hr/gumene-cizme-proizvod-11923/"
"WLFP0230_1PINK";"NW GUMENE ČIZME";"NW";"Dječje - Obuća - Čizme - Gumene čizme";"14,99";"17,99";"34, 36";"pink";"Dostupno";"https://woolf.hr/gumene-cizme-proizvod-11971/"
